0,1,2,3,4,5
Limon,1168127820167614465,2019-09-01 11:45:49,Google uyarmıştı: iPhone modellerinde güvenlik açığı kapatıldı mı? https://t.co/R3LEcaYYoy https://t.co/nP2Of7pNt9,0,1
Limon,984723472491401216,2018-04-13 09:22:25,Galatasaray'da seçimli olağan genel kurul tarihi belli oldu https://t.co/p5LdvL50Y5 https://t.co/2FaxwSpTDM,5,0
Limon,823556806169468928,2017-01-23 15:43:38,15 Temmuz Şehitler Köprüsü'nde korku dolu dakikalar!  Şemsiye ile köprüden atlamaya çalıştı...… https://t.co/Hfo3HaYVo2,2,0
Limon,905538891696009217,2017-09-06 21:11:10,Siyasette üslup sorunu var mı? https://t.co/1q7exRndOJ https://t.co/IrE0dWeQfm,21,3
Limon,904016072466198528,2017-09-02 16:20:02,"Bu görüntüleri sosyal medyada yayınladı, yardım istedi! Polis her yerde onları arıyor https://t.co/YXkay55tj8 https://t.co/7FYzwDSfFZ",10,2
Limon,1130823053464596480,2019-05-21 13:10:00,"'Beni tanımadın mı?' dedi, yaptıklarıyla şoke etti https://t.co/Z4NlCA9SpC https://t.co/6HwFPs5aNP",1,0
Limon,921027486628089856,2017-10-19 14:57:19,https://t.co/6SyiyyYDV1 Özel / @musakesler  O öğretmenden şoke eden savunma!  https://t.co/4Jm4tu8enF https://t.co/eN2FVdz3iG,3,2
Limon,817038726492786689,2017-01-05 16:03:06,İzmir'deki alçak terör saldırısında dikkat çeken benzerlik... Teröristler 'çok büyük bir kıyım' hedeflemiş!… https://t.co/e1uGOjDZhm,32,27
Limon,892387802368835585,2017-08-01 14:13:26,Timsah ve köpek balığının ölümcül kavgasının galibi... https://t.co/1pqp8rv6qk https://t.co/Dy7qbt7FOu,2,1
Limon,1190650208985796609,2019-11-02 15:21:45,Mısır Çarşısı'nda lokum satışı artmış. https://t.co/tPdV3UZnVZ,17,1
Limon,858352684436422660,2017-04-29 16:10:02,İki yeni KHK yayınlandı https://t.co/Nnv5UDWP4H https://t.co/OD7OhsrDQq,31,13
Limon,938340991743832064,2017-12-06 09:35:00,Gelin-damada 3 dakika içinde büyük şok! https://t.co/U1hPqoW7DP https://t.co/mWWVOHr6nB,3,0
Limon,1180045139122823169,2019-10-04 09:01:00,Moda vapurunun koltuk rengi oylamayla belli oldu https://t.co/VNvRXnUyYM https://t.co/FPsLq50U3m,20,2
Limon,737735473980809216,2016-05-31 20:00:18,Bakın özenle restore ettiği binayı ne olarak kullanacak... https://t.co/xz5Nj008PP https://t.co/Xmbv8cFkLw,28,6
Limon,810974264279072768,2016-12-19 22:25:06,Putin'den Rus Büyükelçi suikasti sonrası ilk açıklama https://t.co/lqYu3Tp5ED https://t.co/yUGgRKVMCN,10,1
Limon,909443127273979904,2017-09-17 15:45:12,Yeşil saha savaş alanına döndü! https://t.co/gkQYpe14Jz https://t.co/9PmWk126gF,0,0
Limon,217450592020873216,2018-11-16 19:19:43,"['yoğun', 'kar', 'yağışı', 'nedeniyle', ""İstanbul'da"", 'iptal', 'edilen', 'uçak', 'seferleri!', 'https://t.co/gr6JoBSu3J']",23,0
Limon,1042358061288050688,2018-09-19 10:21:42,Kıvanç Tatlıtuğ: Zehirlenmemek için dozunda kullanıyorum https://t.co/ZTUzCPZteb https://t.co/9zOJR7ypyL,3,1
Limon,1093463668149415936,2019-02-07 10:57:08,"Bodrum'da büyük panik! Herkes sokağa fırladı ""Büyük bir gürültüyle uyandık. Evler sallandı..."" https://t.co/VmFkfmMvQo",4,1
Limon,1214098238787198976,2020-01-06 08:15:51,Ahmet Hakan'dan tartışma yaratan ekonomi sorusu https://t.co/FF9rqGfV02 https://t.co/FSpISon7c6,0,1
Limon,984462042084999169,2018-04-12 16:03:35,Diyaliz merkezinde iğrenç olay! Soyunma odasına gizlediği telefonla... https://t.co/iLJBKsoTp1 https://t.co/5TGusopbfk,15,5
Limon,804985651657580545,2016-12-03 09:48:29,CHP'li Sezgin Tanrıkulu'nun acı günü https://t.co/bacBmeXtQz https://t.co/7kfUpzmH5u,51,25
Limon,1185154370821918721,2019-10-18 11:23:15,Ukraynalı turist bunlarla yakalandı... Böyle bekledi! https://t.co/LfbvzHw64I https://t.co/ssQnucdfy7,3,0
Limon,1126130945940230145,2019-05-08 14:25:14,İstanbul’da bir aday daha geri çekildi: “Oylarımızı Ekrem İmamoğlu’na veriyoruz” https://t.co/tqCaE7c0q0 https://t.co/NmcHbDuwvD,121,24
Limon,982011353064976385,2018-04-05 21:45:26,Bebeği sallayarak uyutmak zararlı mı? https://t.co/KkyV9AR9Vl https://t.co/Y5AUFYUZXL,1,1
Limon,923810258430185473,2017-10-27 07:15:03,Valilikten sınıfta bozkurt işareti yapan öğretmenle ilgili açıklama  https://t.co/bBzySL3kmM https://t.co/PJ1NvJk0fY,7,9
Limon,803179195379617792,2016-11-28 10:10:17,"Geçen hafta saldırmışlardı, bombaları portakal bahçesinde bulundu https://t.co/QsE70A3N4j https://t.co/sp3U248iz4",2,3
Limon,788443279813509120,2016-10-18 18:15:01,İşin iç yüzü sonradan anlaşıldı... https://t.co/IJ8i3qxaXe https://t.co/ARDOXMqJHd,6,5
Limon,1201449423382945792,2019-12-02 10:33:59,18 bin yıllık sırdı! Kurt mu köpek mi olduğu tartışılan hayvanın DNA sonucu geldi https://t.co/WImqCaL9Le https://t.co/k8ksAUQr73,7,1
Limon,1144900982859542529,2019-06-29 09:30:40,İstanbul'da korkutan yangın https://t.co/OJ7ojaV0wC https://t.co/HSCrRRsQbW,6,0
Limon,889549044594475008,2017-07-24 18:13:13,Yaz aylarının en çok sorulan sorusu: Her gün saç yıkamak zararlı mı? İşte cevabı: https://t.co/zCq0fbLVSG https://t.co/ep3ocpBJD2,3,0
Limon,1178226133101404166,2019-09-29 08:32:55,"Horozun ötüşünden, inek çanlarından, balık kokusundan şikayet ediyorlar. Kentli yazlıkçılar huzur bulmak için gitti… https://t.co/74yIBTNsWT",432,125
Limon,1035043584934899713,2018-08-30 05:56:35,Adnan Oktar'ın evinden çıktı! Polisler şaşkına döndü https://t.co/IqtyfEFUch https://t.co/kbwDPrSwar,6,2
Limon,818179341456642049,2017-01-08 19:35:30,Kılıçdaroğlu açık açık uyardı: Eğer bu anayasa geçerse... https://t.co/BmZ0HBLjz9 https://t.co/Bwy9ldqMUH,75,47
Limon,962432234891329537,2018-02-10 21:05:00,Süt alanlara kritik uyarı https://t.co/ldDN5IXMy3 https://t.co/B656tXincK,15,6
Limon,894207960267804672,2017-08-06 14:46:05,Algı Eke'den şiddet gördüğü iddialarına flaş yanıt! | #MedyaTava https://t.co/EwksZA42Br https://t.co/Uv0vG6py9K,1,2
Limon,923220574972841985,2017-10-25 16:11:52,Almanya'dan Türkiye'ye 'Büyükada' uyarısı  https://t.co/ABgXabsN0S https://t.co/D4XmNzsXWq,7,3
Limon,933567518026944512,2017-11-23 05:26:55,Nevşin Mengü'nün yeni adresi...   https://t.co/6PFYMbiZ8J https://t.co/NYiePBZzoV,14,1
Limon,1044912878422241286,2018-09-26 11:33:38,SON DAKİKA! Son günlerdeki zam haberlerine bir yenisi daha eklendi! O ürünler yüzde 30 zamlandı...… https://t.co/uCGFQnRGtS,15,3
Limon,1112685976042770432,2019-04-01 11:59:44,Android telefondan WhatsApp'a girenlere büyük sürpriz https://t.co/CU3Jz9aZnO https://t.co/WEVxhfl6OQ,9,0
Limon,1164296115736461315,2019-08-21 22:00:00,"ABD Dışişleri Bakanlığı, DEAŞ terör örgütü üyesi bazı üst düzey yöneticilerin kimlik ya da yer tespitine yardımcı o… https://t.co/TbIuwr8skg",13,1
Limon,939074069500235777,2017-12-08 10:07:59,Küçücük çocuğa bu yapılır mı? https://t.co/bEjCtF2yeP,170,30
Limon,1086659549250158593,2019-01-19 16:20:00,9 Türk Londra'yı birbirine kattı. Ağır hapis cezası... https://t.co/g801MyiQAU https://t.co/jAlAyhHPrV,6,1
Limon,1095070002645008384,2019-02-11 21:20:08,CHP'den ''Bucak’ın adaylığı geri çekilecek'' iddiasına ilişkin açıklama https://t.co/7jQOy5m1Kt https://t.co/Amrgvhtlo7,7,0
Limon,963133470116597760,2018-02-12 19:31:28,İmam mikrofonu açık unutunca olanlar oldu! https://t.co/2p0OYgdkrK https://t.co/tcenacPGBL,9,2
Limon,897000588893868034,2017-08-14 07:43:00,86 yıllık tarihi fabrika kapandı! https://t.co/PIcmGRy0Kx https://t.co/uXaKPyBdbD,7,17
Limon,1178949647873794048,2019-10-01 08:27:54,Parkta dehşet anları! Sadece izlediler! https://t.co/mQJcfeAzjg https://t.co/uvPM43GRwo,0,1
Limon,1023452126830370816,2018-07-29 06:16:16,Gizli bir yere nakledilmişlerdi... Nerede oldukları ortaya çıktı https://t.co/bv90GyypYR https://t.co/ssctNUamrC,6,5
Limon,838873830407946246,2017-03-06 22:08:01,Şampiyonlar Ligi maçına Türk hakem https://t.co/zbAya5YuTn https://t.co/GMlnalxc2j,10,2
Limon,913339763041718272,2017-09-28 09:49:03,#SONDAKİKA | Bakan Albayrak'tan flaş yaz saati uygulaması açıklaması! https://t.co/5PrY3n4YN3 https://t.co/8K27Q2WutC,0,0
Limon,1092429418025218049,2019-02-04 14:27:24,300 kişi kusma şikâyetiyle hastaneye başvurdu; kaymakam ilçenin suyunu kesti https://t.co/nAfz165TZ9 https://t.co/1ahhyKsi0F,12,11
Limon,1106106451267854338,2019-03-14 08:15:03,"Marketin çatısı çöktü, aşağıdakiler son anda kaçtı https://t.co/pxqcbKRA1H https://t.co/GZvSEHqIU2",1,0
Limon,818912052894961664,2017-01-10 20:07:02,Yolcu otobüsü ile TIR çarpıştı https://t.co/8BJk7vRA9w https://t.co/vWJEITGvyI,14,2
Limon,1125725751955869696,2019-05-07 11:35:08,HDP’li Buldan’dan ‘aday çıkaracak mısınız?’ sorusuna yanıt https://t.co/04t9GG6ZiT https://t.co/vkAC84wwda,9,3
Limon,1033048184342425601,2018-08-24 17:47:34,Duyan oraya koştu https://t.co/nXZ4Ku7k2R https://t.co/hsYEqIe2H0,1,0
Limon,1060254778884874240,2018-11-07 19:36:52,O ülke şokta: Tam 47 kişi öldü https://t.co/O8dGgGLg5y https://t.co/bSfDi7gSFV,4,0
Limon,967017743982649345,2018-02-23 12:46:11,En çok turistin ziyaret ettiği yerler belli oldu! Türkiye'den bakın neresi listeye girdi https://t.co/JElEC7kUek https://t.co/DGSCDmrtiF,4,3
Limon,1083358281903558657,2019-01-10 13:41:56,Netflix'ten sürpriz Hakan: Muhafız açıklaması (Yeni sezonlar ve tarih)#TheProtector  https://t.co/YLVUTnpIXh https://t.co/cZIomnlvAl,100,28
Limon,965666157138194433,2018-02-19 19:15:27,Araç kafeye girdi: Ölü ve yaralılar var https://t.co/QedxkKy4Rj https://t.co/cVzZeOWw2U,3,0
Limon,786275370723074048,2016-10-12 18:40:31,İran o ülkenin karasularına girdi! https://t.co/BlW5v7rOpq https://t.co/OQfavtCPFZ,8,6
Limon,819482571956486144,2017-01-12 09:54:05,Kocası boşanmak isteyen kadını öldürdü https://t.co/1eygNxEW54 https://t.co/MFoCzICwdv,3,2
Limon,1149964191509471232,2019-07-13 08:50:03,İstanbul’da dehşet anları! Çiçek buketinden çıkarıp defalarca… https://t.co/AMtFZpIqSj,7,1
Limon,739343415679320064,2016-06-05 06:29:41,EURO 2016 öncesi son prova! İşte muhtemel 11! https://t.co/IvUIIJcPDT https://t.co/E2ZviDAlbF,32,3
Limon,930368403403091968,2017-11-14 09:34:47,İşte Ayla filmini 18 günde izleyen kişi sayısı https://t.co/VGQ5vc6Iox https://t.co/E0QskmpbE5,2,0
Limon,831937505645690884,2017-02-15 18:45:32,"Adliyede yakalananlar, görenleri şaşırttı  https://t.co/goNKhLIK5v https://t.co/HzoZLm2dtl",15,5
Limon,1024589025175379970,2018-08-01 09:33:54,FIFA 19'un Türkiye fiyatı belli oldu https://t.co/w1QOAtVsWx https://t.co/4hoZaJjdfV,8,0
Limon,1164996555608342531,2019-08-23 20:23:18,Emine Bulut'un katilinden kan donduran sözler! https://t.co/zyY7eAlmWI https://t.co/brnqeDPUny,2,1
Limon,942475921264701440,2017-12-17 19:25:44,Bakan Jülide Sarıeroğlu'ndan  asgari ücret açıklaması  https://t.co/KistvavMIQ https://t.co/EzlibLyhw3,9,2
Limon,1190994118148800514,2019-11-03 14:08:20,‘Çocukları yönlendirirken bu kelimeleri kullanmayın’ https://t.co/Rcdbg1HZQb https://t.co/KmDsMtSSCy,10,6
Limon,847750670014861312,2017-03-31 10:01:24,Erdoğan'ın mitingleri iptal... İşte sebebi https://t.co/SpZnPQ640L https://t.co/sDd0Qyjzp3,12,6
Limon,902821947968327680,2017-08-30 09:15:00,Usta oyuncudan kötü haber: Küba'da kaptı; 5 gündür hastanede tedavi altında! https://t.co/JSDLDo2ZdM https://t.co/8rgt23TH1Q,0,0
Limon,1174382809072488448,2019-09-18 18:00:55,20 Eylül Cuma günü iklim krizine karşı tüm dünyada eylem yapılacak. Türkiye'de de 15 etkinlik düzenlenecek. İşte il… https://t.co/0fi3jBg4DG,22,16
Limon,944520081689726976,2017-12-23 10:48:30,Trump 2018’de YPG’ye 393.3 milyon dolarlık silah gönderilmesini onayladı. Haberin başlığındaki “O liste” gönderilec… https://t.co/tSoGESRuox,46,33
Limon,970721923649847297,2018-03-05 18:05:16,"40 Türk, Yunanistan’da mahsur kaldı  https://t.co/RZU8w82DMW https://t.co/5Q5SVuj9jx",10,4
Limon,818105223659003908,2017-01-08 14:40:59,Dikkat: İstanbul'da ulaşım için önemli karar! https://t.co/dNnAQ8mO46 https://t.co/0W1A7dE5sd,17,1
Limon,884491243346178056,2017-07-10 19:15:20,"Motorlu 20 arkadaşıyla geldi, kaza yaptı pes etmedi, evlilik teklifi etti ve... https://t.co/aT8BjugaNA https://t.co/Fv90ksinor",10,6
Limon,810592052463435776,2016-12-18 21:06:20,Beyoğlu'nda korkutan yangın https://t.co/eMmfSG0ek8 https://t.co/RAlGhDEiCz,9,3
Limon,804339366822809601,2016-12-01 15:00:23,Aladağ'da yine yangın https://t.co/ht2MLh4KJu https://t.co/CZdYzgR0rl,1,5
Limon,1007551536266768384,2018-06-15 09:13:00,"Fakülte birincisi, kendisine verilen hediyeleri görünce şok oldu! https://t.co/NjBjYEY51i https://t.co/gL7meWT8is",10,2
Limon,892295671356813312,2017-08-01 08:07:20,Çetinkaya’dan kritik ‘enflasyon’ açıklaması https://t.co/ddAv4kSSFm https://t.co/47v1Wvplv9,2,2
Limon,1208509161308348416,2019-12-21 22:06:51,Türkiye'nin en güvenli şehri seçildi! Huzur arayanlar burası tam size göre... https://t.co/hhy98hUsFm,86,13
Limon,864075345246420992,2017-05-15 11:09:50,Marmaris'teki facia ile sonuçlanan turu düzenleyen Ceylan'dan acı itiraf   https://t.co/C1HeWOc6vX https://t.co/cQyf7WmsOb,1,4
Limon,898061209005678592,2017-08-17 05:57:32,Meteoroloji'den İstanbul için uyarı https://t.co/O1IIsHetVE https://t.co/c4991r7wco,4,9
Limon,1065559726157701120,2018-11-22 10:56:50,İş adamına silahlı saldırı https://t.co/AGmlzCYR22 https://t.co/Ky1Yi7ULbT,4,0
Limon,827919351999234048,2017-02-04 16:38:50,#CananKaratay uyardı: Uzak durursak kanserden kurtuluruz https://t.co/HpE9vCSIW8 https://t.co/v9E5ENnwjZ,37,6
Limon,1063352002040614914,2018-11-16 08:44:08,Ankara’da dehşet! Koşarak geldiler ama… https://t.co/MSuuWJtLwr https://t.co/QZHmgBbGRm,4,1
Limon,888058661117059072,2017-07-20 15:30:58,Galatasaray Östersunds maçı saat kaçta hangi kanalda? https://t.co/qSlF8j4HBf https://t.co/6Neb6c1PTS,2,1
Limon,796010155817189376,2016-11-08 15:23:04,"FLAŞ | Irak'tan, Türkiye'ye Öcalan ve HDP çağrısı   https://t.co/lsd89y8fcH https://t.co/yl68Y7BBdU",28,33
Limon,1157025709899911168,2019-08-01 20:30:00,"Sosyal medyayı ikiye bölen matematik işlemi: Cevap 1 mi, 16 mı  https://t.co/gowo66TWI7 https://t.co/21lXChZ3bi",87,5
Limon,747342483101646848,2016-06-27 08:15:07,"Eski telefonlardan ""altın"" çıkıyor! Sakın çöpe atmayın... https://t.co/9G3a90ggjT https://t.co/n0DWzIVN4C",0,1
Limon,1142112767920529408,2019-06-21 16:51:17,Rasim Ozan Kütahyalı'nın itirazı için karar verildi https://t.co/QjNDDEX1Dm https://t.co/sFSqgEr1Ey,14,2
Limon,997365209311404035,2018-05-18 06:36:10,Cumhurbaşkanı Sözcüsü Kalın'dan çözüm süreci açıklaması https://t.co/uhQYQshVyh https://t.co/7AKrMqEtgi,12,4
Limon,1205844908084547584,2019-12-14 13:40:04,Metroda yeni dönem başlıyor! Bundan sonra yolculuk yaparken... https://t.co/1T8sr8QGdb,5,3
Limon,892321805809197056,2017-08-01 09:51:11,Gökyüzü şöleni başlıyor! Perseid meteor yağmuru ne zaman izlenebilecek? https://t.co/YHqR7HAgd6 https://t.co/2jliv16ECL,62,31
Limon,266702705594699776,2018-15-22 17:11:12,"['açıklandı:', 'Facebook', 'bu', 'içerikleri', 'siliyor!', 'https://t.co/cHQwL5YlyD']",4,0
Limon,890290709579911168,2017-07-26 19:20:20,Orada da sağcılar greve başladı... https://t.co/hPkRk9MypM https://t.co/T02xGgoZMR,1,1
Limon,782542415198621696,2016-10-02 11:27:05,Suudi kralın korktuğu başına geldi   https://t.co/MtWHTgPrxC https://t.co/lrM9w2uW1a,5,9
Limon,814091725090258945,2016-12-28 12:52:47,"Suluğunu takıp yola çıkıyor, her işi hallediyor... Onun adı: Faturamatik Yakup https://t.co/7JbSBppofP https://t.co/q3JWSowMak",26,12
Limon,877096953229824000,2017-06-20 09:33:03,#SONDAKİKA Atatürk'e hakarette önemli gelişme https://t.co/UhDyxgpnHs https://t.co/wTu5ONwyg1,11,1
Limon,999540233006960640,2018-05-24 06:38:56,Açıklama geldi... Genel Merkez'de yumruklu kavga iddiası https://t.co/jQvrsI4eJO https://t.co/rQ5fRtSWZM,5,0
Limon,1133769387092185088,2019-05-29 16:17:40,Ünlü pop yıldızı parti kuruyor https://t.co/bQORNtMlA4 https://t.co/DSs9zWMuly,0,0
Limon,811178790772686848,2016-12-20 11:57:49,"Yaralı: ""Havada gördüm, uçtu geldi, vurdu"" https://t.co/Xe1vdQpdar https://t.co/IHNuC2kdLc",10,2
Limon,973557956087373824,2018-03-13 13:54:39,Suriyeli aktivist kadın ve kızının öldürülmesine ilişkin davada karar https://t.co/gemAXobHPQ https://t.co/0CHMm2OA9N,2,0
Limon,951078783733215232,2018-01-10 13:10:26,Son dakika... Hükümet Sözcüsü'nden flaş 'erken seçim' açıklaması https://t.co/5Ys3i5qUAe https://t.co/yzC8UYo0we,0,0
Limon,891664708297740288,2017-07-30 14:20:07,Domuz gribi o ülkede yeniden ortaya çıktı: 5 günde 7 ölü https://t.co/9WkuU9J27X https://t.co/1Cpb3E5G8f,10,8
Limon,211878319989239808,2018-19-24 19:11:48,"['erkekleri', ""Instagram'da"", 'teşhir', 'ediyor', 'https://t.co/mD0WyTDZNr']",65,0
Limon,827573732961112064,2017-02-03 17:45:28,IMF'den önemli Türkiye açıklaması https://t.co/SO0mnlfMJf https://t.co/LDD3cDBmWU,11,2
Limon,1025123824587743232,2018-08-02 20:59:00,Latte sipariş etti... Bir yudum alınca neye uğradığını şaşırdı https://t.co/ZD9XnqkcoE https://t.co/mbJ6cAaj3X,9,2
Limon,2128295723110477825,2018-15-14 13:47:17,"[""Kargo'dan"", ""'HDP"", ""PKK'"", 'açıklaması', 'https://t.co/SL2ZL9pgLi']",15,0
Limon,811919539004960770,2016-12-22 13:01:17,Yetkililer evinde bu halde buldu... Acı gerçek sonradan ortaya çıktı https://t.co/YKSjLgvqd9 https://t.co/6s4PMwRuA0,5,3
Limon,984894591135617024,2018-04-13 20:42:23,Yıllardır görülmemişti! İstanbul'da 'beyaz kabus' https://t.co/2fAEX0AHlZ https://t.co/EKACFvtgEs,24,9
Limon,991669535815151617,2018-05-02 13:23:36,"O besini kesti, tüm aknelerden kurtuldu!  https://t.co/vySfOcfaTF https://t.co/PzlodnbaAO",5,2
Limon,1036553135739822081,2018-09-03 09:55:00,Polisi görünce öyle bir şey yaptı ki... https://t.co/zCfJwxt36n https://t.co/vH5CLe70pv,2,0
Limon,932177232172404738,2017-11-19 09:22:25,İstanbul için uyarı: Yarına dikkat https://t.co/ll1PcHCDHL https://t.co/r526oIcg9X,4,0
Limon,891208598893854720,2017-07-29 08:07:42,Körfez'de flaş gelişme! İran açıkladı... https://t.co/HWIb61y5Ve https://t.co/XJIbc8bvym,2,0
Limon,887051845113450496,2017-07-17 20:50:15,İş arayanların dikkatine! En fazla bu pozisyonlarda açık var https://t.co/0TE7QMkTqj https://t.co/2QUqtux90g,9,1
Limon,846812541380673537,2017-03-28 19:53:37,#SONDAKİKA: Adana'da bir eve silahlı saldırı düzenlendi... Çok sayıda ölü var... https://t.co/Iklk22gVvv https://t.co/7Lc3s9jnks,10,25
Limon,857120055091441665,2017-04-26 06:32:00,Türk pasaportunun dünyadaki sırası belli oldu! https://t.co/aeKsoKrn7B https://t.co/omxEdZjmlR,3,2
Limon,743736378698010627,2016-06-17 09:25:45,#Fenerbahçe'nin transferini canlı yayında açıkladılar! https://t.co/Pq7c1KZ5q0 https://t.co/9e2Pc4MgWF,6,5
Limon,1176388571432964096,2019-09-24 06:51:06,MERAKLA BEKLENEN CEVAP GELDİ En kapsamlı 'uzaylı' araştırması sonuçlandı https://t.co/JdRJQrafWO https://t.co/dROvCEPugS,43,9
Limon,895691215701774336,2017-08-10 17:00:01,"Çevik kuvvete talimat: Kral, hacı, patron, toprağım artık yasak https://t.co/tB8QSwXLQ6 https://t.co/y81X74CAaT",14,5
Limon,897074417586638848,2017-08-14 12:36:22,#SONDAKİKA Villarreal'den Enes Ünal'ı şoke edecek karar https://t.co/334GU0PPgc https://t.co/O7njHoDfpq,229,27
Limon,1078696618176716801,2018-12-28 16:58:09,Asırlık tekstil şirketi konkordatoya başvurdu https://t.co/WGmK5N67W6 https://t.co/jHmljt0Wou,13,3
Limon,810105171770507264,2016-12-17 12:51:38,"İçişleri Bakanı'ndan Kayseri açıklaması: 7 kişi gözaltında, 5 kişi aranıyor; teröristin kimliği belirlendi… https://t.co/RgFbElBxyg",1,1
Limon,1211969327873830914,2019-12-31 11:16:19,✈️ İstanbul Havalimanı işletmecisi İGA'dan pas geçen uçak sayısı açıklaması https://t.co/V1qIGQ93GF https://t.co/okT4uPxBtr,31,7
Limon,872463714741604352,2017-06-07 14:42:13,İkinci 'Oğlum bak git' vakası... Bu kez süpürge değil keser https://t.co/NdOeFjznT0 https://t.co/Dg2Mdi8ylO,22,4
Limon,911975291492462592,2017-09-24 15:27:07,İlber Hoca hangi lidere “odun” dedi? https://t.co/0z9H7rLduT https://t.co/j8kPnUsIil,30,9
Limon,1164440793790255104,2019-08-22 07:34:54,Hostesleri çileden çıkardılar! https://t.co/xXYs17GHkl,6,1
Limon,1099383390414008320,2019-02-23 19:00:00,İSKİ'den İstanbullulara önemli uyarı  https://t.co/WrkOUUrYgx https://t.co/qIm7TZidqq,0,0
Limon,878906865840672768,2017-06-25 09:25:00,Haluk Levent'ten Adana'yı karıştıran paylaşım! https://t.co/0NATPV0ACe https://t.co/gjCYzb9rbp,31,2
Limon,1005688526887899136,2018-06-10 05:50:04,Mehmet Şimşek'ten çok önemli Türk Lirası açıklaması https://t.co/rOuKfe0ajP https://t.co/ufnKcefKRr,15,1
Limon,885500815598915584,2017-07-13 14:07:00,O efsane çöktü! Beynimizin sadece %10'unu kullanmıyormuşuz https://t.co/8ShpqRkx0v https://t.co/YnAIV5DfeX,7,2
Limon,791291415825375232,2016-10-26 14:52:29,Büyük gün yarın! https://t.co/udognCU1gK https://t.co/hkG5cxJfXD,1,1
Limon,1001433429244858368,2018-05-29 12:01:49,Yılmaz Erdoğan'ın filminde Cem Yılmaz ve Şahan Gökbakar oynayacak mı? Erdoğan'dan açıklama geldi… https://t.co/OOmlQAyk2h,6,1
Limon,1068460774018961408,2018-11-30 11:04:34,Bu siteden alışveriş yapmayın https://t.co/onCp7Do92E https://t.co/jFI0ur5oFT,3,2
Limon,216673471442939904,2018-11-14 15:51:43,"['medyayı', 'ayağa', 'kaldıran', 'görüntü', 'https://t.co/Q3bQFcmvbe']",7,0
Limon,906868332044935168,2017-09-10 13:13:53,Uyardılar... 'Fırtınaya ateş etmeyin' https://t.co/de8IXugEKK https://t.co/ueveVYeAuO,14,7
Limon,1014118159283097600,2018-07-03 12:06:25,Beyoğlu'nda korku dolu anlar https://t.co/isCwYfgaKc https://t.co/5wi4xO4e2Y,1,0
Limon,1014425510825381889,2018-07-04 08:27:43,Gmail kullanıcılarına kötü haber https://t.co/3WkAnWTqmr https://t.co/xOkUYlRrof,4,1
Limon,1171849264709783552,2019-09-11 18:13:31,John Bolton'un görevden alınması hakkında şoke eden iddia! https://t.co/uFLESN7T4O https://t.co/CFJq1yjZ7A,7,2
Limon,870539057037586432,2017-06-02 07:14:19,En çok onun fiyatı arttı https://t.co/beKqdzbixs https://t.co/euZ3iDcjN6,2,1
Limon,872438097576947712,2017-06-07 13:00:26,Hastanede tehlikeli olay: Bir hasta yaralandı https://t.co/bseMSaIwuU https://t.co/wa39WOMVxe,3,0
Limon,1153973894983954432,2019-07-24 10:23:11,İstanbul'da yağışlı hava ne zamana kadar sürecek? https://t.co/JcKtOSlay1 https://t.co/e45zklVEr9,3,1
Limon,955021349910646784,2018-01-21 10:16:47,Hakan Peker hastaneye kaldırıldı https://t.co/pWh9Txubod https://t.co/OAvDKyGN7S,4,4
Limon,1125443283826761728,2019-05-06 16:52:43,SON DAKİKA - YSK'nın İstanbul kararı sonrası seçim tarihi belli oldu!  https://t.co/Rn3XJnvIHs #YSKnediyecek… https://t.co/uDpdo7lzJT,10,4
Limon,923805097603293184,2017-10-27 06:54:33,"Ortalık karıştı, şehri terk ettiler! https://t.co/p19TOUoo3B https://t.co/u7KCcP76sg",0,0
Limon,726429255790395392,2016-04-30 15:13:25,Emniyetten Taksim esnafına 1 Mayıs şoku  https://t.co/cnDDk4zczJ https://t.co/bs0NeClFoM,8,7
Limon,902606794480123905,2017-08-29 19:00:04,"Emekli olmak isteyenler dikkat! Çok önemli uyarı: Bir an önce bunu yapın, 2018'de... https://t.co/VEH3ytJ5ZM https://t.co/QV9c1q29h5",9,6
Limon,1060615524651073539,2018-11-08 19:30:21,e-Devlet'te iki yeni hizmet https://t.co/6ffmN1ZlU9 https://t.co/gilGAupPmW,15,4
Limon,1131155941058129921,2019-05-22 11:12:46,HBO yöneticisi yanıtladı: Arya'nın Westeros'un batısındaki hikayelerini anlatan yeni bir dizi çekilecek mi?… https://t.co/NYEYxECmE0,16,1
Limon,936920928604250112,2017-12-02 11:32:11,#LimonHaber takipçileri ve günün belli bir bölümünü limon sıkmaya adayan arkadaşlar. Arada bir girip beğenin de tay… https://t.co/brBdjD3s79,21,2
Limon,984808436377444352,2018-04-13 15:00:02,İstanbul ve Boğaz'ı esir alan sisin sebebi açıklandı https://t.co/K5hwu50TFs https://t.co/bErGq8c9K7,1,0
Limon,1191308105793130496,2019-11-04 10:56:00,Beyaz TV'deki skandal altyazıya sosyal medyada tepki https://t.co/Hcs2hgeVFg https://t.co/UmvM3yp9gQ,13,0
Limon,1159173703793598465,2019-08-07 18:45:22,Galatasaray Başkanı Mustafa Cengiz ve menajer Ahmet Bulut’tan Radamel Falcao açıklaması https://t.co/QED1GH6V63 https://t.co/HhlgpoepZY,9,1
Limon,873839726591172608,2017-06-11 09:50:00,Telefonunuzu 48 saat içinde kapatıp açın çünkü... https://t.co/o54e3YYLNc https://t.co/C493OQ69NQ,12,8
